จังหวัด,อำเภอ,ตำบล,อาการ,จำนวนปฏิบัติการ,latitude,longitude,ถนน,หมายเลขทางหลวง,กม.
อุบลราชธานี,โขงเจียม,ห้วยไผ่,บาดเจ็บ,1,15.388525,105.46941,,,
อุบลราชธานี,โขงเจียม,โขงเจียม,บาดเจ็บ,3,15.299259,105.539955,,,
อุบลราชธานี,โพธิ์ไทร,ม่วงใหญ่,บาดเจ็บ,1,15.867664,105.27307,,,
อุบลราชธานี,โพธิ์ไทร,สองคอน,บาดเจ็บ,1,15.830979,105.34178,,,
อุบลราชธานี,โพธิ์ไทร,สารภี,บาดเจ็บ,1,15.752617,105.264595,,,
อุบลราชธานี,โพธิ์ไทร,สำโรง,บาดเจ็บ,1,15.701081,105.434944,,,
อุบลราชธานี,โพธิ์ไทร,โพธิ์ไทร,บาดเจ็บ,4,15.804139,105.27447,,,
อ่างทอง,วิเศษชัยชาญ,หลักแก้ว,บาดเจ็บ,1,14.511734,100.289154,,,
อ่างทอง,สามโก้,โพธิ์ม่วงพันธ์,บาดเจ็บ,1,14.564523,100.25283,,,
อ่างทอง,เมืองอ่างทอง,ตลาดหลวง,บาดเจ็บ,4,14.586931,100.45738,,,
อ่างทอง,เมืองอ่างทอง,บ้านอิฐ,บาดเจ็บ,3,14.583268,100.47595,,,
อ่างทอง,เมืองอ่างทอง,หัวไผ่,บาดเจ็บ,1,14.54847,100.47763,,,
อ่างทอง,เมืองอ่างทอง,โพสะ,บาดเจ็บ,3,14.556207,100.45183,ทางหลวงแผ่นดินหมายเลข 309,,
อ่างทอง,โพธิ์ทอง,ทางพระ,บาดเจ็บ,1,14.67877,100.35447,,,
อ่างทอง,โพธิ์ทอง,บางพลับ,บาดเจ็บ,2,14.642045,100.406265,,,
อ่างทอง,โพธิ์ทอง,บางระกำ,บาดเจ็บ,1,14.701036,100.42559,,,
อ่างทอง,โพธิ์ทอง,ยางช้าย,บาดเจ็บ,1,14.661125,100.29643,,,
อ่างทอง,โพธิ์ทอง,อินทประมูล,บาดเจ็บ,1,14.651966,100.4278,,,
อ่างทอง,โพธิ์ทอง,อ่างแก้ว,บาดเจ็บ,2,14.667598,100.3958,,,
อ่างทอง,ไชโย,เทวราช,บาดเจ็บ,1,14.645784,100.449585,,,
อ่างทอง,ไชโย,ไชโย,บาดเจ็บ,1,14.706994,100.438255,,,
เชียงราย,ขุนตาล,ต้า,บาดเจ็บ,4,19.806013,100.23191,,,
เชียงราย,ขุนตาล,ป่าตาล,บาดเจ็บ,1,19.845264,100.267555,,,
เชียงราย,ขุนตาล,ยางฮอม,บาดเจ็บ,1,19.92435,100.31505,,,
เชียงราย,ดอยหลวง,ปงน้อย,บาดเจ็บ,3,20.103003,100.069046,,,
เชียงราย,ดอยหลวง,หนองป่าก่อ,บาดเจ็บ,2,20.181147,100.13138,,,
เชียงราย,ดอยหลวง,โชคชัย,บาดเจ็บ,3,20.132591,100.173515,,,
เชียงราย,ป่าแดด,ป่าแงะ,บาดเจ็บ,2,19.574575,99.93183,,,
เชียงราย,ป่าแดด,ป่าแดด,บาดเจ็บ,1,19.510391,100.019135,,,
เชียงราย,พญาเม็งราย,ตาดควัน,บาดเจ็บ,2,19.990915,100.17659,,,
เชียงราย,พญาเม็งราย,เม็งราย,บาดเจ็บ,2,19.859201,100.18465,,,
เชียงราย,พญาเม็งราย,แม่ต๋ำ,บาดเจ็บ,1,19.936262,100.21366,,,
เชียงราย,พญาเม็งราย,แม่เปา,บาดเจ็บ,2,19.889658,100.119545,,,
เชียงราย,พญาเม็งราย,ไม้ยา,บาดเจ็บ,5,19.766272,100.10792,,,
เชียงราย,พาน,ทรายขาว,บาดเจ็บ,3,19.654709,99.69087,,,
เชียงราย,พาน,ทานตะวัน,บาดเจ็บ,1,19.466831,99.83478,,,
เชียงราย,พาน,ป่าหุ่ง,บาดเจ็บ,1,19.493172,99.64208,,,
เชียงราย,พาน,สันกลาง,บาดเจ็บ,3,19.611275,99.673996,,,
เชียงราย,พาน,สันติสุข,บาดเจ็บ,3,19.575064,99.78374,,,
เชียงราย,พาน,สันมะเค็ด,บาดเจ็บ,1,19.604912,99.86943,,,
เชียงราย,พาน,หัวง้ม,บาดเจ็บ,2,19.528826,99.78432,,,
เชียงราย,พาน,เมืองพาน,บาดเจ็บ,10,19.541042,99.73811,,,
เชียงราย,พาน,แม่อ้อ,บาดเจ็บ,1,19.65624,99.83405,,,
เชียงราย,เชียงของ,ครึ่ง,บาดเจ็บ,1,20.064995,100.408066,ซอย 13,,
เชียงราย,เชียงของ,บุญเรือง,บาดเจ็บ,1,19.988897,100.35264,,,
เชียงราย,เชียงของ,ริมโขง,บาดเจ็บ,1,20.355272,100.30504,,,
เชียงราย,เชียงของ,ศรีดอนชัย,บาดเจ็บ,1,20.140932,100.372635,,,
เชียงราย,เชียงของ,สถาน,บาดเจ็บ,1,20.201422,100.37429,,,
เชียงราย,เชียงแสน,บ้านแซว,บาดเจ็บ,2,20.246716,100.193184,,,
เชียงราย,เชียงแสน,ป่าสัก,บาดเจ็บ,4,20.288511,100.01741,,,
เชียงราย,เชียงแสน,ศรีดอนมูล,บาดเจ็บ,2,20.343365,100.00968,,,
เชียงราย,เชียงแสน,เวียง,บาดเจ็บ,7,20.311794,100.07737,,,
เชียงราย,เชียงแสน,แม่เงิน,บาดเจ็บ,3,20.301441,100.25373,,,
เชียงราย,เทิง,งิ้ว,บาดเจ็บ,2,19.690508,100.088455,,,
เชียงราย,เทิง,ปล้อง,บาดเจ็บ,1,19.65524,100.07713,,,
เชียงราย,เทิง,ศรีดอนไชย,บาดเจ็บ,1,19.590229,100.09948,,,
เชียงราย,เทิง,หงาว,บาดเจ็บ,1,19.687391,100.28574,,,
เชียงราย,เทิง,หนองแรด,บาดเจ็บ,1,19.615747,100.143776,,,
เชียงราย,เทิง,เวียง,บาดเจ็บ,4,19.694786,100.197044,,,
เชียงราย,เทิง,แม่ลอย,บาดเจ็บ,3,19.570175,100.05516,,,
เชียงราย,เมืองเชียงราย,ดอยลาน,บาดเจ็บ,2,19.684614,99.93953,,,
เชียงราย,เมืองเชียงราย,ท่าสาย,บาดเจ็บ,2,19.836573,99.85597,,,
เชียงราย,เมืองเชียงราย,ท่าสุด,บาดเจ็บ,4,20.080463,99.87308,,,
เชียงราย,เมืองเชียงราย,บ้านดู่,บาดเจ็บ,8,19.983292,99.83178,บ้านโป่งพระบาท หมู่ 18 ซอย 2,,
เชียงราย,เมืองเชียงราย,ป่าอ้อดอนชัย,บาดเจ็บ,4,19.806263,99.80524,,,
เชียงราย,เมืองเชียงราย,รอบเวียง,บาดเจ็บ,32,19.898382,99.86269,,,
เชียงราย,เมืองเชียงราย,รอบเวียง,บาดเจ็บ,1,19.908631,99.859601,,,
เชียงราย,เมืองเชียงราย,ริมกก,บาดเจ็บ,9,19.967436,99.94442,,,
เชียงราย,เมืองเชียงราย,สันทราย,บาดเจ็บ,7,19.855782,99.805984,,,
เชียงราย,เมืองเชียงราย,ห้วยสัก,บาดเจ็บ,2,19.761108,99.91978,,,
เชียงราย,เมืองเชียงราย,เวียง,บาดเจ็บ,5,19.908092,99.8325,,,
เชียงราย,เมืองเชียงราย,แม่กรณ์,บาดเจ็บ,5,19.867563,99.700806,,,
เชียงราย,เมืองเชียงราย,แม่ข้าวต้ม,บาดเจ็บ,2,20.055786,99.93606,,,
เชียงราย,เมืองเชียงราย,แม่ยาว,บาดเจ็บ,13,20.00547,99.703445,,,
เชียงราย,เวียงชัย,ดอนศิลา,บาดเจ็บ,3,19.801561,99.99941,,,
เชียงราย,เวียงชัย,ผางาม,บาดเจ็บ,1,19.88642,100.04098,,,
เชียงราย,เวียงชัย,เมืองชุม,บาดเจ็บ,2,19.905937,99.979355,,,
เชียงราย,เวียงชัย,เวียงชัย,บาดเจ็บ,4,19.86303,99.905815,,,
เชียงราย,เวียงชัย,เวียงเหนือ,บาดเจ็บ,4,19.940395,99.9463,,,
เชียงราย,เวียงป่าเป้า,บ้านโป่ง,บาดเจ็บ,3,19.306385,99.47154,,,
เชียงราย,เวียงป่าเป้า,ป่างิ้ว,บาดเจ็บ,2,19.243893,99.40119,,,
เชียงราย,เวียงป่าเป้า,สันสลี,บาดเจ็บ,2,19.455696,99.45075,,,
เชียงราย,เวียงป่าเป้า,เวียง,บาดเจ็บ,2,19.361383,99.45428,,,
เชียงราย,เวียงป่าเป้า,เวียงกาหลง,บาดเจ็บ,3,19.242481,99.51333,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์,บาดเจ็บ,4,19.162691,99.37716,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์ใหม่,บาดเจ็บ,3,19.096931,99.438515,,,
เชียงราย,เวียงเชียงรุ้ง,ดงมหาวัน,บาดเจ็บ,2,20.047915,100.00976,,,
เชียงราย,เวียงเชียงรุ้ง,ทุ่งก่อ,บาดเจ็บ,5,19.972162,100.047295,,,
เชียงราย,เวียงเชียงรุ้ง,ป่าซาง,บาดเจ็บ,2,20.042494,100.12039,,,
เชียงราย,เวียงแก่น,ท่าข้าม,บาดเจ็บ,2,20.04495,100.488785,,,
เชียงราย,เวียงแก่น,ปอ,บาดเจ็บ,4,19.928251,100.44574,,,
เชียงราย,เวียงแก่น,ม่วงยาย,บาดเจ็บ,2,20.116589,100.53576,,,
เชียงราย,เวียงแก่น,หล่ายงาว,บาดเจ็บ,1,20.12891,100.48477,,,
เชียงราย,แม่จัน,จอมสวรรค์,บาดเจ็บ,1,20.200157,99.90772,,,
เชียงราย,แม่จัน,จันจว้า,บาดเจ็บ,2,20.243803,99.9799,,,
เชียงราย,แม่จัน,ป่าซาง,บาดเจ็บ,6,20.179087,99.80895,,,
เชียงราย,แม่จัน,ป่าตึง,บาดเจ็บ,2,20.098787,99.718994,,,
เชียงราย,แม่จัน,สันทราย,บาดเจ็บ,4,20.166689,99.90193,,,
เชียงราย,แม่จัน,แม่คำ,บาดเจ็บ,3,20.250237,99.90315,,,
เชียงราย,แม่จัน,แม่จัน,บาดเจ็บ,2,20.134634,99.89417,,,
เชียงราย,แม่จัน,แม่ไร่,บาดเจ็บ,3,20.254944,99.860565,,,
เชียงราย,แม่ฟ้าหลวง,เทอดไทย,บาดเจ็บ,3,20.308645,99.64576,ทางหลวงชนบทหมายเลข ชร.4032,,
เชียงราย,แม่ฟ้าหลวง,แม่สลองใน,บาดเจ็บ,1,20.272934,99.55515,,,
เชียงราย,แม่ลาว,จอมหมอกแก้ว,บาดเจ็บ,3,19.752401,99.747406,,,
เชียงราย,แม่ลาว,ดงมะดะ,บาดเจ็บ,3,19.730055,99.67437,,,
เชียงราย,แม่ลาว,บัวสลี,บาดเจ็บ,2,19.807253,99.75248,,,
เชียงราย,แม่ลาว,ป่าก่อดำ,บาดเจ็บ,2,19.781954,99.74154,,,
เชียงราย,แม่สรวย,ท่าก๊อ,บาดเจ็บ,3,19.551992,99.40951,,,
เชียงราย,แม่สรวย,ป่าแดด,บาดเจ็บ,2,19.718462,99.41407,,,
เชียงราย,แม่สรวย,วาวี,บาดเจ็บ,2,19.83969,99.49426,,,
เชียงราย,แม่สรวย,ศรีถ้อย,บาดเจ็บ,3,19.63349,99.388306,,,
เชียงราย,แม่สรวย,เจดีย์หลวง,บาดเจ็บ,3,19.573925,99.54681,,,
เชียงราย,แม่สรวย,แม่สรวย,บาดเจ็บ,9,19.690418,99.56146,,,
เชียงราย,แม่สาย,บ้านด้าย,บาดเจ็บ,2,20.316961,99.93493,,,
เชียงราย,แม่สาย,ศรีเมืองชุม,บาดเจ็บ,1,20.383596,99.95597,,,
เชียงราย,แม่สาย,ห้วยไคร้,บาดเจ็บ,1,20.296982,99.86745,,,
เชียงราย,แม่สาย,เกาะช้าง,บาดเจ็บ,2,20.421684,99.96544,,,
เชียงราย,แม่สาย,เวียงพางคำ,บาดเจ็บ,6,20.4084,99.88124,,,
เชียงราย,แม่สาย,แม่สาย,บาดเจ็บ,6,20.427713,99.907616,,,
เชียงราย,แม่สาย,โป่งงาม,บาดเจ็บ,5,20.343056,99.844696,,,
เชียงราย,แม่สาย,โป่งผา,บาดเจ็บ,1,20.369282,99.88679,,,
เชียงใหม่,จอมทอง,ข่วงเปา,บาดเจ็บ,4,18.45912,98.703636,,,
เชียงใหม่,จอมทอง,บ้านหลวง,บาดเจ็บ,6,18.50158,98.61441,,,
เชียงใหม่,จอมทอง,บ้านแปะ,บาดเจ็บ,3,18.257893,98.54506,,,
เชียงใหม่,จอมทอง,สบเตี๊ยะ,บาดเจ็บ,3,18.359161,98.659454,,,
เชียงใหม่,ดอยสะเก็ด,ป่าเมี่ยง,บาดเจ็บ,1,18.69505,98.61875,ทางหลวงชนบทหมายเลข ชม.4016,,
เชียงใหม่,ดอยสะเก็ด,สันปูเลย,บาดเจ็บ,5,18.805809,99.067375,,,
เชียงใหม่,ดอยสะเก็ด,เชิงดอย,บาดเจ็บ,6,18.898268,99.183754,,,
เชียงใหม่,ดอยสะเก็ด,แม่คือ,บาดเจ็บ,2,18.784737,99.09843,,,
เชียงใหม่,ดอยสะเก็ด,แม่ฮ้อยเงิน,บาดเจ็บ,2,18.804867,99.147385,,,
เชียงใหม่,ดอยหล่อ,ดอยหล่อ,บาดเจ็บ,2,18.486757,98.78847,,,
เชียงใหม่,ดอยหล่อ,ยางคราม,บาดเจ็บ,1,18.69505,98.61875,ทางหลวงชนบทหมายเลข ชม.4016,,
เชียงใหม่,ดอยหล่อ,สันติสุข,บาดเจ็บ,1,18.568012,98.68884,,,
เชียงใหม่,ดอยเต่า,ดอยเต่า,บาดเจ็บ,1,17.929495,98.75923,,,
เชียงใหม่,ดอยเต่า,บ้านแอ่น,บาดเจ็บ,1,18.056147,98.628944,,,
เชียงใหม่,ดอยเต่า,โปงทุ่ง,บาดเจ็บ,1,17.899845,98.81257,,,
เชียงใหม่,ฝาง,ม่อนปิ่น,บาดเจ็บ,5,19.99088,99.07368,,,
เชียงใหม่,ฝาง,สันทราย,บาดเจ็บ,3,19.881433,99.180046,,,
เชียงใหม่,ฝาง,เวียง,บาดเจ็บ,2,19.923733,99.2178,ซอยเทศบาล 27,,
เชียงใหม่,ฝาง,แม่ข่า,บาดเจ็บ,4,19.76861,99.277435,,,
เชียงใหม่,ฝาง,แม่คะ,บาดเจ็บ,5,19.80399,99.27832,,,
เชียงใหม่,ฝาง,แม่งอน,บาดเจ็บ,7,19.848083,99.06168,,,
เชียงใหม่,ฝาง,แม่สูน,บาดเจ็บ,3,19.848438,99.1384,,,
เชียงใหม่,พร้าว,ทุ่งหลวง,บาดเจ็บ,1,19.35601,99.19644,,,
เชียงใหม่,พร้าว,ป่าไหน่,บาดเจ็บ,1,19.442175,99.26286,,,
เชียงใหม่,พร้าว,สันทราย,บาดเจ็บ,3,19.478964,99.2159,,,
เชียงใหม่,พร้าว,เขื่อนผาก,บาดเจ็บ,1,19.309162,99.15873,,,
เชียงใหม่,พร้าว,เวียง,บาดเจ็บ,2,19.377785,99.20073,,,
เชียงใหม่,พร้าว,แม่แวน,บาดเจ็บ,2,19.292326,99.25997,,,
เชียงใหม่,พร้าว,โหล่งขอด,บาดเจ็บ,1,19.087395,99.23102,,,
เชียงใหม่,สะเมิง,สะเมิงใต้,บาดเจ็บ,1,18.69505,98.61875,,,
เชียงใหม่,สะเมิง,สะเมิงใต้,บาดเจ็บ,3,18.84497,98.716156,,,
เชียงใหม่,สันกำแพง,ต้นเปา,บาดเจ็บ,6,18.758064,99.07799,ทางหลวงแผ่นดินหมายเลข 1014,,
เชียงใหม่,สันกำแพง,สันกลาง,บาดเจ็บ,1,18.774466,99.0593,,,
เชียงใหม่,สันกำแพง,สันกำแพง,บาดเจ็บ,5,18.739153,99.09708,,,
เชียงใหม่,สันกำแพง,ออนใต้,บาดเจ็บ,1,18.699812,99.2298,,,
เชียงใหม่,สันกำแพง,แช่ช้าง,บาดเจ็บ,1,18.721478,99.1513,,,
เชียงใหม่,สันกำแพง,แม่ปูคา,บาดเจ็บ,2,18.778917,99.127235,,,
เชียงใหม่,สันทราย,ป่าไผ่,บาดเจ็บ,3,18.925732,99.053474,,,
เชียงใหม่,สันทราย,สันทรายน้อย,บาดเจ็บ,3,18.825443,99.03312,,,
เชียงใหม่,สันทราย,สันทรายหลวง,บาดเจ็บ,2,18.85604,99.04553,,,
เชียงใหม่,สันทราย,สันพระเนตร,บาดเจ็บ,1,18.809347,99.037926,,,
เชียงใหม่,สันทราย,หนองจ๊อม,บาดเจ็บ,5,18.850382,99.02312,,,
เชียงใหม่,สันทราย,หนองหาร,บาดเจ็บ,1,18.69505,98.61875,,,
เชียงใหม่,สันทราย,หนองหาร,บาดเจ็บ,14,18.917454,99.00648,ทางหลวงชนบทหมายเลข ชม.4034,ชม.4034,19+506
เชียงใหม่,สันทราย,แม่แฝก,บาดเจ็บ,3,19.052998,99.00979,,,
เชียงใหม่,สันทราย,แม่แฝกใหม่,บาดเจ็บ,1,18.988708,99.01289,,,
เชียงใหม่,สันป่าตอง,ทุ่งต้อม,บาดเจ็บ,1,18.602898,98.92746,,,
เชียงใหม่,สันป่าตอง,ทุ่งสะโตก,บาดเจ็บ,1,18.5834,98.84786,,,
เชียงใหม่,สันป่าตอง,บ้านกลาง,บาดเจ็บ,2,18.563578,98.87645,,,
เชียงใหม่,สันป่าตอง,บ้านแม,บาดเจ็บ,2,18.634567,98.84296,,,
เชียงใหม่,สันป่าตอง,มะขุนหวาน,บาดเจ็บ,1,18.69505,98.61875,,,
เชียงใหม่,สันป่าตอง,ยุหว่า,บาดเจ็บ,1,18.617414,98.88111,,,
เชียงใหม่,สารภี,ท่าวังตาล,บาดเจ็บ,3,18.729229,98.9986,บ้านเส้า ซอย 1,,
เชียงใหม่,สารภี,ยางเนิ้ง,บาดเจ็บ,6,18.708687,99.03634,,,
เชียงใหม่,สารภี,สารภี,บาดเจ็บ,5,18.679262,99.04418,,,
เชียงใหม่,สารภี,หนองผึ้ง,บาดเจ็บ,13,18.738,99.020996,,,
เชียงใหม่,สารภี,ไชยสถาน,บาดเจ็บ,2,18.743973,99.043076,,,
เชียงใหม่,หางดง,ขุนคง,บาดเจ็บ,1,18.665428,98.95297,,,
เชียงใหม่,หางดง,น้ำแพร่,บาดเจ็บ,4,18.722984,98.86577,,,
เชียงใหม่,หางดง,น้ำแพร่,เสียชีวิต,1,18.722984,98.86577,,,
เชียงใหม่,หางดง,บ้านปง,บาดเจ็บ,2,18.79696,98.82642,ทางหลวงแผ่นดินหมายเลข 1269,,
เชียงใหม่,หางดง,สันผักหวาน,บาดเจ็บ,5,18.715975,98.96028,,,
เชียงใหม่,หางดง,หนองควาย,บาดเจ็บ,9,18.728521,98.92829,,,
เชียงใหม่,หางดง,หนองตอง,บาดเจ็บ,1,18.611038,98.94703,,,
เชียงใหม่,หางดง,หางดง,บาดเจ็บ,3,18.68731,98.9175,,,
เชียงใหม่,อมก๋อย,อมก๋อย,บาดเจ็บ,2,17.907627,98.36579,,,
เชียงใหม่,ฮอด,บ่อสลี,บาดเจ็บ,1,18.151247,98.22799,,,
เชียงใหม่,ฮอด,บ้านตาล,บาดเจ็บ,2,18.091713,98.71291,,,
เชียงใหม่,ฮอด,ฮอด,บาดเจ็บ,1,18.10476,98.57919,,,
เชียงใหม่,เชียงดาว,ปิงโค้ง,บาดเจ็บ,2,19.50632,99.070496,,,
เชียงใหม่,เชียงดาว,เชียงดาว,บาดเจ็บ,4,19.393867,98.91967,,,
เชียงใหม่,เชียงดาว,เมืองนะ,บาดเจ็บ,4,19.690044,98.884254,,,
เชียงใหม่,เชียงดาว,แม่นะ,บาดเจ็บ,1,18.69505,98.61875,,,
เชียงใหม่,เชียงดาว,แม่นะ,บาดเจ็บ,2,19.32256,98.93004,,,
เชียงใหม่,เมืองเชียงใหม่,ช้างคลาน,บาดเจ็บ,8,18.776083,99.00071,,,
เชียงใหม่,เมืองเชียงใหม่,ช้างม่อย,บาดเจ็บ,8,18.796064,98.99699,,,
เชียงใหม่,เมืองเชียงใหม่,ช้างเผือก,บาดเจ็บ,1,18.69505,98.61875,,,
เชียงใหม่,เมืองเชียงใหม่,ช้างเผือก,บาดเจ็บ,29,18.815075,98.91577,,,
เชียงใหม่,เมืองเชียงใหม่,ท่าศาลา,บาดเจ็บ,5,18.767597,99.03266,,,
เชียงใหม่,เมืองเชียงใหม่,ป่าตัน,บาดเจ็บ,10,18.822868,98.99041,ซอยศรีลานนา 12,,
เชียงใหม่,เมืองเชียงใหม่,ป่าแดด,บาดเจ็บ,3,18.734121,98.98379,,,
เชียงใหม่,เมืองเชียงใหม่,พระสิงห์,บาดเจ็บ,1,18.785595,98.98553,,,
เชียงใหม่,เมืองเชียงใหม่,ฟ้าฮ่าม,บาดเจ็บ,14,18.815828,99.00891,,,
เชียงใหม่,เมืองเชียงใหม่,วัดเกต,บาดเจ็บ,10,18.784367,99.012314,ซอยเจริญเมือง 3,,
เชียงใหม่,เมืองเชียงใหม่,ศรีภูมิ,บาดเจ็บ,1,18.69505,98.61875,,,
เชียงใหม่,เมืองเชียงใหม่,ศรีภูมิ,บาดเจ็บ,13,18.795828,98.98617,,,
เชียงใหม่,เมืองเชียงใหม่,สันผีเสื้อ,บาดเจ็บ,6,18.85029,98.996895,,,
เชียงใหม่,เมืองเชียงใหม่,สุเทพ,บาดเจ็บ,17,18.793621,98.955376,ซอย 5 บ้านใหม่หลังมอ,,
เชียงใหม่,เมืองเชียงใหม่,หนองป่าครั่ง,บาดเจ็บ,7,18.793716,99.0242,,,
เชียงใหม่,เมืองเชียงใหม่,หนองหอย,บาดเจ็บ,2,18.759611,99.01109,,,
เชียงใหม่,เมืองเชียงใหม่,หายยา,บาดเจ็บ,3,18.77528,98.98533,,,
เชียงใหม่,เมืองเชียงใหม่,แม่เหียะ,บาดเจ็บ,14,18.748436,98.93986,,,
เชียงใหม่,เวียงแหง,เมืองแหง,บาดเจ็บ,4,19.570295,98.64181,,,
เชียงใหม่,แม่ริม,ขี้เหล็ก,บาดเจ็บ,2,19.010193,98.942055,,,
เชียงใหม่,แม่ริม,ริมเหนือ,บาดเจ็บ,2,18.93059,98.93957,,,
เชียงใหม่,แม่ริม,ริมใต้,บาดเจ็บ,3,18.91418,98.94861,,,
เชียงใหม่,แม่ริม,สันโป่ง,บาดเจ็บ,1,18.69505,98.61875,ทางหลวงชนบทหมายเลข ชม.4016,,
เชียงใหม่,แม่ริม,สันโป่ง,บาดเจ็บ,1,18.95304,98.95588,,,
เชียงใหม่,แม่ริม,แม่สา,บาดเจ็บ,2,18.897968,98.94357,,,
เชียงใหม่,แม่ริม,โป่งแยง,บาดเจ็บ,5,18.887377,98.82095,,,
เชียงใหม่,แม่วาง,ดอนเปา,บาดเจ็บ,3,18.686264,98.76927,,,
เชียงใหม่,แม่วาง,ทุ่งปี๊,บาดเจ็บ,1,18.586786,98.76631,,,
เชียงใหม่,แม่วาง,บ้านกาด,บาดเจ็บ,1,18.621769,98.765656,,,
เชียงใหม่,แม่ออน,บ้านสหกรณ์,บาดเจ็บ,2,18.81221,99.23077,,,
เชียงใหม่,แม่ออน,ห้วยแก้ว,บาดเจ็บ,6,18.881197,99.32223,,,
เชียงใหม่,แม่ออน,ออนกลาง,บาดเจ็บ,1,18.750078,99.25928,,,
เชียงใหม่,แม่อาย,ท่าตอน,บาดเจ็บ,3,20.090155,99.47308,,,
เชียงใหม่,แม่อาย,มะลิกา,บาดเจ็บ,1,20.06539,99.311386,,,
เชียงใหม่,แม่อาย,สันต้นหมื้อ,บาดเจ็บ,1,19.951134,99.27371,,,
เชียงใหม่,แม่อาย,แม่สาว,บาดเจ็บ,2,20.041588,99.18763,,,
เชียงใหม่,แม่อาย,แม่อาย,บาดเจ็บ,3,20.062963,99.25774,,,
เชียงใหม่,แม่แจ่ม,กองแขก,บาดเจ็บ,2,18.36265,98.36771,,,
เชียงใหม่,แม่แจ่ม,ช่างเคิ่ง,บาดเจ็บ,1,18.55012,98.41868,,,
เชียงใหม่,แม่แจ่ม,บ้านทับ,บาดเจ็บ,1,18.365467,98.20735,,,
เชียงใหม่,แม่แจ่ม,แม่นาจร,บาดเจ็บ,1,18.770786,98.40264,,,
เชียงใหม่,แม่แจ่ม,แม่ศึก,บาดเจ็บ,1,18.718113,98.21898,,,
เชียงใหม่,แม่แตง,ช่อแล,บาดเจ็บ,1,18.69505,98.61875,ทางหลวงชนบทหมายเลข ชม.4016,,
เชียงใหม่,แม่แตง,อินทขิล,บาดเจ็บ,1,19.188204,98.95224,,,
เชียงใหม่,ไชยปราการ,ปงตำ,บาดเจ็บ,1,19.75121,99.14322,,,
เชียงใหม่,ไชยปราการ,ศรีดงเย็น,บาดเจ็บ,2,19.64485,99.16855,ทางหลวงแผ่นดินหมายเลข 1346,,
เชียงใหม่,ไชยปราการ,แม่ทะลบ,บาดเจ็บ,1,19.725796,99.25324,,,
เพชรบุรี,ชะอำ,ชะอำ,บาดเจ็บ,31,12.736629,99.94588,,,
เพชรบุรี,ชะอำ,ดอนขุนห้วย,บาดเจ็บ,2,12.865214,99.89636,,,
เพชรบุรี,ชะอำ,ห้วยทรายเหนือ,บาดเจ็บ,3,12.716523,99.82759,ทางหลวงชนบทหมายเลข พบ.1001,,
เพชรบุรี,ชะอำ,เขาใหญ่,บาดเจ็บ,1,12.812578,99.90345,,,
เพชรบุรี,ท่ายาง,กลัดหลวง,บาดเจ็บ,1,12.767208,99.682915,,,
เพชรบุรี,ท่ายาง,ท่าคอย,บาดเจ็บ,4,12.921634,99.86962,,,
เพชรบุรี,ท่ายาง,ท่ายาง,บาดเจ็บ,10,12.960238,99.904434,,,
เพชรบุรี,ท่ายาง,ท่าแลง,บาดเจ็บ,1,12.961999,99.82461,,,
เพชรบุรี,ท่ายาง,ท่าไม้รวก,บาดเจ็บ,2,12.844511,99.809616,,,
เพชรบุรี,ท่ายาง,บ้านในดง,บาดเจ็บ,1,12.946988,99.940636,,,
เพชรบุรี,ท่ายาง,มาบปลาเค้า,บาดเจ็บ,1,12.975718,99.94508,,,
เพชรบุรี,ท่ายาง,ยางหย่อง,บาดเจ็บ,2,12.991561,99.88482,,,
เพชรบุรี,บ้านลาด,ถ้ำรงค์,บาดเจ็บ,1,13.017723,99.90943,,,
เพชรบุรี,บ้านลาด,ท่าช้าง,บาดเจ็บ,2,13.058107,99.90096,,,
เพชรบุรี,บ้านลาด,ท่าเสน,บาดเจ็บ,1,13.048685,99.93626,,,
เพชรบุรี,บ้านลาด,บ้านทาน,บาดเจ็บ,1,13.083108,99.8202,,,
เพชรบุรี,บ้านลาด,หนองกระเจ็ด,บาดเจ็บ,1,13.000723,99.953094,,,
เพชรบุรี,บ้านลาด,ไร่มะขาม,บาดเจ็บ,1,13.018145,99.93524,,,
เพชรบุรี,บ้านแหลม,ท่าแร้งออก,บาดเจ็บ,1,13.153349,99.97942,,,
เพชรบุรี,บ้านแหลม,บางขุนไทร,บาดเจ็บ,4,13.163078,100.01895,,,
เพชรบุรี,บ้านแหลม,บางตะบูน,บาดเจ็บ,1,13.259131,99.90398,,,
เพชรบุรี,บ้านแหลม,บ้านแหลม,บาดเจ็บ,3,13.209628,99.978935,,,
เพชรบุรี,เขาย้อย,ทับคาง,บาดเจ็บ,1,13.200628,99.812454,,,
เพชรบุรี,เขาย้อย,บางเค็ม,บาดเจ็บ,2,13.285149,99.83812,,,
เพชรบุรี,เขาย้อย,สระพัง,บาดเจ็บ,2,13.258013,99.80919,,,
เพชรบุรี,เขาย้อย,หนองชุมพลเหนือ,บาดเจ็บ,2,13.306888,99.73367,,,
เพชรบุรี,เขาย้อย,เขาย้อย,บาดเจ็บ,2,13.231072,99.81511,,,
